 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
 22     0.1799183084E+000+/-     0.019323%    +i  -0.1053637953E+000+/-     0.021921%
 23     0.1902327715E+000+/-     0.018969%    +i  -0.9966041706E-001+/-     0.022038%
 24     0.1877309657E+000+/-     0.019267%    +i  -0.8964375947E-001+/-     0.023112%
 25     0.1851722664E+000+/-     0.019638%    +i  -0.7312433917E-001+/-     0.024737%
 26     0.1954063180E+000+/-     0.019292%    +i  -0.6523072615E-001+/-     0.025866%
 27     0.1926978419E+000+/-     0.019618%    +i  -0.4892271365E-001+/-     0.029546%
 28     0.2014958949E+000+/-     0.019238%    +i  -0.4568584671E-001+/-     0.030850%
 29     0.2035433277E+000+/-     0.019250%    +i  -0.3254735808E-001+/-     0.038260%
 30     0.2130278435E+000+/-     0.018875%    +i  -0.2317969815E-001+/-     0.050148%
 31     0.2108162536E+000+/-     0.019051%    +i  -0.9707486792E-002+/-     0.115970%
 32     0.2121024476E+000+/-     0.018987%    +i  -0.6992539743E-010+/-     0.000000%
 33     0.2108162536E+000+/-     0.019051%    +i   0.9707486653E-002+/-     0.115970%
 34     0.2130278436E+000+/-     0.018875%    +i   0.2317969801E-001+/-     0.050148%
 35     0.2035433277E+000+/-     0.019250%    +i   0.3254735795E-001+/-     0.038260%
 36     0.2014958949E+000+/-     0.019238%    +i   0.4568584657E-001+/-     0.030850%
 37     0.1926978419E+000+/-     0.019618%    +i   0.4892271352E-001+/-     0.029546%
 38     0.1954063181E+000+/-     0.019292%    +i   0.6523072602E-001+/-     0.025866%
 39     0.1851722664E+000+/-     0.019638%    +i   0.7312433904E-001+/-     0.024737%
 40     0.1877309657E+000+/-     0.019267%    +i   0.8964375934E-001+/-     0.023112%
 41     0.1902327716E+000+/-     0.018969%    +i   0.9966041693E-001+/-     0.022038%
 42     0.1799183085E+000+/-     0.019323%    +i   0.1053637952E+000+/-     0.021921%
 43     0.1721428866E+000+/-     0.019367%    +i   0.1189006850E+000+/-     0.021229%
 44     0.1570963062E+000+/-     0.020086%    +i   0.1186129679E+000+/-     0.021612%
 45     0.1630863192E+000+/-     0.019322%    +i   0.1429034039E+000+/-     0.020232%
 46     0.1397281673E+000+/-     0.020707%    +i   0.1315436938E+000+/-     0.021260%
 47     0.1459024424E+000+/-     0.019998%    +i   0.1541271288E+000+/-     0.019993%
 48     0.1348342281E+000+/-     0.020603%    +i   0.1580113056E+000+/-     0.020006%
 49     0.1309893614E+000+/-     0.020696%    +i   0.1734886597E+000+/-     0.019360%
 50     0.1159417451E+000+/-     0.021891%    +i   0.1749172806E+000+/-     0.019526%
 51     0.1008668914E+000+/-     0.023337%    +i   0.1807015713E+000+/-     0.019471%
 52     0.9484637508E-001+/-     0.024540%    +i   0.1896701201E+000+/-     0.019089%
 53     0.8102923068E-001+/-     0.027095%    +i   0.1909414915E+000+/-     0.019132%
 54     0.6241884667E-001+/-     0.032918%    +i   0.1909790927E+000+/-     0.019311%
 55     0.5664252786E-001+/-     0.036623%    +i   0.2005230259E+000+/-     0.018799%
 56     0.4623579589E-001+/-     0.044192%    +i   0.1983817251E+000+/-     0.018861%
 57     0.3838950064E-001+/-     0.055522%    +i   0.2169252636E+000+/-     0.018001%
 58     0.2525125145E-001+/-     0.081650%    +i   0.1949743552E+000+/-     0.018908%
 59     0.1074657140E-001+/-     0.198691%    +i   0.2087557532E+000+/-     0.018235%
 60    -0.1625604196E-002+/-     1.384100%    +i   0.2165388478E+000+/-     0.017804%
 61    -0.7080494445E-002+/-     0.336531%    +i   0.2252682816E+000+/-     0.017323%
 62    -0.2523060641E-001+/-     0.097027%    +i   0.2182863588E+000+/-     0.017486%
 63    -0.3532428402E-001+/-     0.071562%    +i   0.2147437168E+000+/-     0.017504%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   5500000000.00000        118261181.000000     
 (25600.0000000000,0.000000000000000E+000)
 (93062800.0000000,2.943062338065855E-002)
 (32531.6478077169,-1.028796333853208E-005)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5814501739E-001+/-     0.038195%    +i  -0.1161378483E+000+/-     0.032684%
  1    -0.5273142503E-001+/-     0.049751%    +i  -0.2265139308E+000+/-     0.016344%
  2    -0.3589932254E-001+/-     0.068888%    +i  -0.2246430807E+000+/-     0.016571%
  3    -0.1995367019E-001+/-     0.121423%    +i  -0.2366771779E+000+/-     0.016275%
  4    -0.1226068325E-001+/-     0.186002%    +i  -0.2291407734E+000+/-     0.016689%
  5     0.5264862131E-003+/-     4.081275%    +i  -0.2228033956E+000+/-     0.017053%
  6     0.1570662087E-001+/-     0.129199%    +i  -0.2071794860E+000+/-     0.017761%
  7     0.3134301724E-001+/-     0.066590%    +i  -0.2277375746E+000+/-     0.017006%
  8     0.4098170381E-001+/-     0.048717%    +i  -0.2098083670E+000+/-     0.017770%
  9     0.5268669905E-001+/-     0.038367%    +i  -0.2129229485E+000+/-     0.017686%
 10     0.5802367418E-001+/-     0.034158%    +i  -0.2098381588E+000+/-     0.017920%
 11     0.7836407375E-001+/-     0.026944%    +i  -0.2020684996E+000+/-     0.018064%
 12     0.9365676051E-001+/-     0.023966%    +i  -0.2034280950E+000+/-     0.017928%
 13     0.1019984289E+000+/-     0.022469%    +i  -0.1929275851E+000+/-     0.018306%
 14     0.1172816362E+000+/-     0.020935%    +i  -0.1893373242E+000+/-     0.018293%
 15     0.1327403642E+000+/-     0.019739%    +i  -0.1865122780E+000+/-     0.018208%
 16     0.1400972816E+000+/-     0.019418%    +i  -0.1730588378E+000+/-     0.018664%
 17     0.1510030131E+000+/-     0.018900%    +i  -0.1659972660E+000+/-     0.018785%
 18     0.1459132916E+000+/-     0.019398%    +i  -0.1459963536E+000+/-     0.019787%
 19     0.1685392810E+000+/-     0.018273%    +i  -0.1525523745E+000+/-     0.019090%
 20     0.1636731436E+000+/-     0.018928%    +i  -0.1275804539E+000+/-     0.020354%
 21     0.1814105954E+000+/-     0.018171%    +i  -0.1283916132E+000+/-     0.019954%
 22     0.1893782974E+000+/-     0.018109%    +i  -0.1153347067E+000+/-     0.020551%
 23     0.2004133914E+000+/-     0.017775%    +i  -0.1093734381E+000+/-     0.020666%
 24     0.1986797192E+000+/-     0.018036%    +i  -0.9769316523E-001+/-     0.021685%
 25     0.1970297527E+000+/-     0.018318%    +i  -0.8190078494E-001+/-     0.023042%
 26     0.2041492968E+000+/-     0.018189%    +i  -0.7013205797E-001+/-     0.024507%
 27     0.2053820043E+000+/-     0.018314%    +i  -0.5464546353E-001+/-     0.027668%
 28     0.2134248194E+000+/-     0.018035%    +i  -0.4903586766E-001+/-     0.029496%
 29     0.2151034287E+000+/-     0.018056%    +i  -0.3679302718E-001+/-     0.035424%
 30     0.2261051416E+000+/-     0.017683%    +i  -0.2448809507E-001+/-     0.049345%
 31     0.2236847349E+000+/-     0.017846%    +i  -0.1070147450E-001+/-     0.109165%
 32     0.2229764023E+000+/-     0.017870%    +i  -0.7051512010E-010+/-     0.000000%
 33     0.2236847349E+000+/-     0.017846%    +i   0.1070147436E-001+/-     0.109165%
 34     0.2261051416E+000+/-     0.017683%    +i   0.2448809492E-001+/-     0.049345%
 35     0.2151034287E+000+/-     0.018056%    +i   0.3679302704E-001+/-     0.035424%
 36     0.2134248194E+000+/-     0.018035%    +i   0.4903586753E-001+/-     0.029496%
 37     0.2053820043E+000+/-     0.018314%    +i   0.5464546340E-001+/-     0.027668%
 38     0.2041492968E+000+/-     0.018189%    +i   0.7013205784E-001+/-     0.024507%
 39     0.1970297528E+000+/-     0.018318%    +i   0.8190078482E-001+/-     0.023042%
 40     0.1986797193E+000+/-     0.018036%    +i   0.9769316510E-001+/-     0.021685%
 41     0.2004133915E+000+/-     0.017775%    +i   0.1093734380E+000+/-     0.020666%
 42     0.1893782975E+000+/-     0.018109%    +i   0.1153347066E+000+/-     0.020551%
 43     0.1814105955E+000+/-     0.018171%    +i   0.1283916131E+000+/-     0.019954%
 44     0.1636731436E+000+/-     0.018928%    +i   0.1275804538E+000+/-     0.020354%
 45     0.1685392811E+000+/-     0.018273%    +i   0.1525523744E+000+/-     0.019090%
 46     0.1459132917E+000+/-     0.019398%    +i   0.1459963535E+000+/-     0.019787%
 47     0.1510030132E+000+/-     0.018900%    +i   0.1659972659E+000+/-     0.018785%
 48     0.1400972817E+000+/-     0.019418%    +i   0.1730588377E+000+/-     0.018664%
 49     0.1327403643E+000+/-     0.019739%    +i   0.1865122779E+000+/-     0.018208%
 50     0.1172816363E+000+/-     0.020935%    +i   0.1893373242E+000+/-     0.018293%
 51     0.1019984290E+000+/-     0.022469%    +i   0.1929275851E+000+/-     0.018306%
 52     0.9365676064E-001+/-     0.023966%    +i   0.2034280950E+000+/-     0.017928%
 53     0.7836407388E-001+/-     0.026944%    +i   0.2020684996E+000+/-     0.018064%
 54     0.5802367431E-001+/-     0.034158%    +i   0.2098381588E+000+/-     0.017920%
 55     0.5268669919E-001+/-     0.038367%    +i   0.2129229485E+000+/-     0.017686%
 56     0.4098170394E-001+/-     0.048717%    +i   0.2098083670E+000+/-     0.017770%
 57     0.3134301738E-001+/-     0.066590%    +i   0.2277375745E+000+/-     0.017006%
 58     0.1570662100E-001+/-     0.129199%    +i   0.2071794860E+000+/-     0.017761%
 59     0.5264863540E-003+/-     4.081275%    +i   0.2228033956E+000+/-     0.017053%
 60    -0.1226068311E-001+/-     0.186002%    +i   0.2291407734E+000+/-     0.016689%
 61    -0.1995367004E-001+/-     0.121423%    +i   0.2366771779E+000+/-     0.016275%
 62    -0.3589932240E-001+/-     0.068888%    +i   0.2246430808E+000+/-     0.016571%
 63    -0.5273142489E-001+/-     0.049751%    +i   0.2265139308E+000+/-     0.016344%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   6000000000.00000        127810574.000000     
 (25600.0000000000,0.000000000000000E+000)
 (99744660.0000000,3.059626874028919E-002)
 (32803.2668054611,-1.006226866420011E-005)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5924525719E-001+/-     0.037372%    +i  -0.1115413049E+000+/-     0.032063%
  1    -0.6367149260E-001+/-     0.041383%    +i  -0.2313767630E+000+/-     0.015573%
  2    -0.4826167554E-001+/-     0.051895%    +i  -0.2337617194E+000+/-     0.015662%
  3    -0.3416573358E-001+/-     0.071409%    +i  -0.2482266360E+000+/-     0.015354%
  4    -0.2155839255E-001+/-     0.105268%    +i  -0.2374647534E+000+/-     0.015852%
  5    -0.7440436884E-002+/-     0.288466%    +i  -0.2336477833E+000+/-     0.016115%
  6     0.8195418987E-002+/-     0.244770%    +i  -0.2181389324E+000+/-     0.016777%
  7     0.2522270148E-001+/-     0.080973%    +i  -0.2369088799E+000+/-     0.016165%
  8     0.3594465071E-001+/-     0.054666%    +i  -0.2240123815E+000+/-     0.016696%
  9     0.4955892284E-001+/-     0.040046%    +i  -0.2264264304E+000+/-     0.016650%
 10     0.5566384465E-001+/-     0.034683%    +i  -0.2225258358E+000+/-     0.016895%
 11     0.7601922329E-001+/-     0.026827%    +i  -0.2158305920E+000+/-     0.017011%
 12     0.9301737762E-001+/-     0.023387%    +i  -0.2164605555E+000+/-     0.016909%
 13     0.1022319138E+000+/-     0.021709%    +i  -0.2062127123E+000+/-     0.017244%
 14     0.1182231782E+000+/-     0.020160%    +i  -0.1981645091E+000+/-     0.017385%
 15     0.1341279133E+000+/-     0.018918%    +i  -0.1972117374E+000+/-     0.017252%
 16     0.1422409375E+000+/-     0.018569%    +i  -0.1822705874E+000+/-     0.017715%
 17     0.1533149651E+000+/-     0.018090%    +i  -0.1732293000E+000+/-     0.017901%
 18     0.1506975421E+000+/-     0.018378%    +i  -0.1562882592E+000+/-     0.018665%
 19     0.1758366287E+000+/-     0.017276%    +i  -0.1623769896E+000+/-     0.018025%
 20     0.1692336661E+000+/-     0.017917%    +i  -0.1369729042E+000+/-     0.019212%
 21     0.1866514004E+000+/-     0.017253%    +i  -0.1367498651E+000+/-     0.018902%
 22     0.1978570298E+000+/-     0.017092%    +i  -0.1238390892E+000+/-     0.019397%
 23     0.2079352197E+000+/-     0.016849%    +i  -0.1158801325E+000+/-     0.019624%
 24     0.2088788063E+000+/-     0.016995%    +i  -0.1043298214E+000+/-     0.020500%
 25     0.2077898894E+000+/-     0.017216%    +i  -0.8948975746E-001+/-     0.021628%
 26     0.2159905308E+000+/-     0.017082%    +i  -0.7643144475E-001+/-     0.023060%
 27     0.2179657710E+000+/-     0.017167%    +i  -0.6112631934E-001+/-     0.025739%
 28     0.2244732788E+000+/-     0.017006%    +i  -0.5206168273E-001+/-     0.028232%
 29     0.2255324318E+000+/-     0.017047%    +i  -0.3990028529E-001+/-     0.033482%
 30     0.2362602418E+000+/-     0.016728%    +i  -0.2619357402E-001+/-     0.047192%
 31     0.2346019515E+000+/-     0.016851%    +i  -0.1167294603E-001+/-     0.102247%
 32     0.2383609549E+000+/-     0.016719%    +i  -0.7311625336E-010+/-     0.000000%
 33     0.2346019515E+000+/-     0.016851%    +i   0.1167294589E-001+/-     0.102247%
 34     0.2362602418E+000+/-     0.016728%    +i   0.2619357388E-001+/-     0.047192%
 35     0.2255324318E+000+/-     0.017047%    +i   0.3990028515E-001+/-     0.033482%
 36     0.2244732789E+000+/-     0.017006%    +i   0.5206168260E-001+/-     0.028232%
 37     0.2179657711E+000+/-     0.017167%    +i   0.6112631921E-001+/-     0.025739%
 38     0.2159905309E+000+/-     0.017082%    +i   0.7643144462E-001+/-     0.023060%
 39     0.2077898895E+000+/-     0.017216%    +i   0.8948975733E-001+/-     0.021628%
 40     0.2088788064E+000+/-     0.016995%    +i   0.1043298212E+000+/-     0.020500%
 41     0.2079352198E+000+/-     0.016849%    +i   0.1158801324E+000+/-     0.019624%
 42     0.1978570299E+000+/-     0.017092%    +i   0.1238390891E+000+/-     0.019397%
 43     0.1866514005E+000+/-     0.017253%    +i   0.1367498650E+000+/-     0.018902%
 44     0.1692336661E+000+/-     0.017917%    +i   0.1369729041E+000+/-     0.019212%
 45     0.1758366288E+000+/-     0.017276%    +i   0.1623769895E+000+/-     0.018025%
 46     0.1506975422E+000+/-     0.018378%    +i   0.1562882591E+000+/-     0.018665%
 47     0.1533149652E+000+/-     0.018090%    +i   0.1732292999E+000+/-     0.017901%
 48     0.1422409376E+000+/-     0.018569%    +i   0.1822705873E+000+/-     0.017715%
 49     0.1341279134E+000+/-     0.018918%    +i   0.1972117373E+000+/-     0.017252%
 50     0.1182231783E+000+/-     0.020160%    +i   0.1981645090E+000+/-     0.017385%
 51     0.1022319139E+000+/-     0.021709%    +i   0.2062127122E+000+/-     0.017244%
 52     0.9301737775E-001+/-     0.023387%    +i   0.2164605554E+000+/-     0.016909%
 53     0.7601922342E-001+/-     0.026827%    +i   0.2158305920E+000+/-     0.017011%
 54     0.5566384478E-001+/-     0.034683%    +i   0.2225258357E+000+/-     0.016895%
 55     0.4955892298E-001+/-     0.040046%    +i   0.2264264304E+000+/-     0.016650%
 56     0.3594465085E-001+/-     0.054666%    +i   0.2240123815E+000+/-     0.016696%
 57     0.2522270163E-001+/-     0.080973%    +i   0.2369088799E+000+/-     0.016165%
 58     0.8195419121E-002+/-     0.244770%    +i   0.2181389324E+000+/-     0.016777%
 59    -0.7440436740E-002+/-     0.288466%    +i   0.2336477833E+000+/-     0.016115%
 60    -0.2155839240E-001+/-     0.105268%    +i   0.2374647534E+000+/-     0.015852%
 61    -0.3416573343E-001+/-     0.071409%    +i   0.2482266360E+000+/-     0.015354%
 62    -0.4826167540E-001+/-     0.051895%    +i   0.2337617195E+000+/-     0.015662%
 63    -0.6367149245E-001+/-     0.041383%    +i   0.2313767630E+000+/-     0.015573%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   6500000000.00000        137337215.000000     
 (25600.0000000000,0.000000000000000E+000)
 (106419428.000000,3.197228080108241E-002)
 (33037.5080008887,-9.925673372087855E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.5906918141E-001+/-     0.036744%    +i  -0.1068016771E+000+/-     0.031614%
  1    -0.7483183231E-001+/-     0.035316%    +i  -0.2370028435E+000+/-     0.014858%
  2    -0.5895987018E-001+/-     0.042479%    +i  -0.2402875768E+000+/-     0.014938%
  3    -0.4164044048E-001+/-     0.058581%    +i  -0.2548984063E+000+/-     0.014658%
  4    -0.2833062226E-001+/-     0.079367%    +i  -0.2432304899E+000+/-     0.015171%
  5    -0.1413492814E-001+/-     0.150907%    +i  -0.2424414072E+000+/-     0.015337%
  6     0.6618374956E-003+/-     2.997801%    +i  -0.2297297036E+000+/-     0.015877%
  7     0.1997981964E-001+/-     0.100884%    +i  -0.2477344540E+000+/-     0.015350%
  8     0.3137423302E-001+/-     0.061270%    +i  -0.2345230152E+000+/-     0.015859%
  9     0.4662264722E-001+/-     0.041687%    +i  -0.2376126809E+000+/-     0.015797%
 10     0.5347874168E-001+/-     0.035269%    +i  -0.2362221387E+000+/-     0.015948%
 11     0.7469867116E-001+/-     0.026563%    +i  -0.2270118429E+000+/-     0.016140%
 12     0.9270583779E-001+/-     0.022823%    +i  -0.2279247101E+000+/-     0.016040%
 13     0.1038356168E+000+/-     0.020916%    +i  -0.2197950841E+000+/-     0.016268%
 14     0.1192890435E+000+/-     0.019424%    +i  -0.2079480495E+000+/-     0.016531%
 15     0.1356075212E+000+/-     0.018166%    +i  -0.2075341033E+000+/-     0.016398%
 16     0.1453016463E+000+/-     0.017795%    +i  -0.1898192405E+000+/-     0.016895%
 17     0.1556950250E+000+/-     0.017323%    +i  -0.1817234989E+000+/-     0.017053%
 18     0.1562192170E+000+/-     0.017473%    +i  -0.1649010621E+000+/-     0.017705%
 19     0.1802772801E+000+/-     0.016538%    +i  -0.1676240140E+000+/-     0.017255%
 20     0.1758182615E+000+/-     0.017022%    +i  -0.1441908694E+000+/-     0.018254%
 21     0.1914261911E+000+/-     0.016483%    +i  -0.1425318326E+000+/-     0.018056%
 22     0.2035432980E+000+/-     0.016295%    +i  -0.1301911038E+000+/-     0.018479%
 23     0.2126863058E+000+/-     0.016126%    +i  -0.1202327982E+000+/-     0.018804%
 24     0.2151758654E+000+/-     0.016210%    +i  -0.1089663088E+000+/-     0.019576%
 25     0.2195706533E+000+/-     0.016212%    +i  -0.9666466634E-001+/-     0.020387%
 26     0.2225044240E+000+/-     0.016305%    +i  -0.7931852475E-001+/-     0.022142%
 27     0.2251174234E+000+/-     0.016353%    +i  -0.6510607557E-001+/-     0.024418%
 28     0.2325951625E+000+/-     0.016187%    +i  -0.5440295320E-001+/-     0.027130%
 29     0.2325133726E+000+/-     0.016261%    +i  -0.4282333880E-001+/-     0.031557%
 30     0.2432793598E+000+/-     0.015974%    +i  -0.2730036343E-001+/-     0.045576%
 31     0.2423190602E+000+/-     0.016065%    +i  -0.1244796742E-001+/-     0.096524%
 32     0.2440558897E+000+/-     0.016010%    +i  -0.7332329804E-010+/-     0.000000%
 33     0.2423190602E+000+/-     0.016065%    +i   0.1244796727E-001+/-     0.096524%
 34     0.2432793598E+000+/-     0.015974%    +i   0.2730036329E-001+/-     0.045576%
 35     0.2325133726E+000+/-     0.016261%    +i   0.4282333866E-001+/-     0.031557%
 36     0.2325951626E+000+/-     0.016187%    +i   0.5440295306E-001+/-     0.027130%
 37     0.2251174235E+000+/-     0.016353%    +i   0.6510607544E-001+/-     0.024418%
 38     0.2225044241E+000+/-     0.016305%    +i   0.7931852462E-001+/-     0.022142%
 39     0.2195706534E+000+/-     0.016212%    +i   0.9666466620E-001+/-     0.020387%
 40     0.2151758655E+000+/-     0.016210%    +i   0.1089663087E+000+/-     0.019576%
 41     0.2126863059E+000+/-     0.016126%    +i   0.1202327981E+000+/-     0.018804%
 42     0.2035432981E+000+/-     0.016295%    +i   0.1301911036E+000+/-     0.018479%
 43     0.1914261912E+000+/-     0.016483%    +i   0.1425318324E+000+/-     0.018056%
 44     0.1758182616E+000+/-     0.017022%    +i   0.1441908693E+000+/-     0.018254%
 45     0.1802772802E+000+/-     0.016538%    +i   0.1676240139E+000+/-     0.017255%
 46     0.1562192171E+000+/-     0.017473%    +i   0.1649010620E+000+/-     0.017705%
 47     0.1556950251E+000+/-     0.017323%    +i   0.1817234989E+000+/-     0.017053%
 48     0.1453016464E+000+/-     0.017795%    +i   0.1898192404E+000+/-     0.016895%
 49     0.1356075213E+000+/-     0.018166%    +i   0.2075341033E+000+/-     0.016398%
 50     0.1192890436E+000+/-     0.019424%    +i   0.2079480494E+000+/-     0.016531%
 51     0.1038356169E+000+/-     0.020916%    +i   0.2197950840E+000+/-     0.016268%
 52     0.9270583793E-001+/-     0.022823%    +i   0.2279247101E+000+/-     0.016040%
 53     0.7469867130E-001+/-     0.026563%    +i   0.2270118428E+000+/-     0.016140%
 54     0.5347874182E-001+/-     0.035269%    +i   0.2362221387E+000+/-     0.015948%
 55     0.4662264737E-001+/-     0.041687%    +i   0.2376126809E+000+/-     0.015797%
 56     0.3137423317E-001+/-     0.061270%    +i   0.2345230152E+000+/-     0.015859%
 57     0.1997981979E-001+/-     0.100884%    +i   0.2477344540E+000+/-     0.015350%
 58     0.6618376337E-003+/-     2.997801%    +i   0.2297297036E+000+/-     0.015877%
 59    -0.1413492799E-001+/-     0.150907%    +i   0.2424414072E+000+/-     0.015337%
 60    -0.2833062211E-001+/-     0.079367%    +i   0.2432304899E+000+/-     0.015171%
 61    -0.4164044033E-001+/-     0.058581%    +i   0.2548984064E+000+/-     0.014658%
 62    -0.5895987004E-001+/-     0.042479%    +i   0.2402875769E+000+/-     0.014938%
 63    -0.7483183217E-001+/-     0.035316%    +i   0.2370028435E+000+/-     0.014858%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   6000000000.00000        132699353.000000     
 (25600.0000000000,0.000000000000000E+000)
 (106037055.000000,2.930713399479887E-002)
 (32036.9462995742,-8.854556343400880E-006)   1.00000000000000     
 Order           1
 dx = 0, dy = 0
  0     0.6415938251E-001+/-     0.040117%    +i  -0.1080381640E+000+/-     0.031675%
  1    -0.5415993951E-001+/-     0.049723%    +i  -0.2129512169E+000+/-     0.015960%
  2    -0.3482878506E-001+/-     0.071684%    +i  -0.2082725732E+000+/-     0.016265%
  3    -0.2365682294E-001+/-     0.105967%    +i  -0.2226941799E+000+/-     0.015937%
  4    -0.1452058085E-001+/-     0.161240%    +i  -0.2141564799E+000+/-     0.016393%
  5    -0.2038691132E-002+/-     1.091860%    +i  -0.2084612096E+000+/-     0.016766%
  6     0.1146335613E-001+/-     0.185681%    +i  -0.1956429717E+000+/-     0.017456%
  7     0.2658706007E-001+/-     0.081900%    +i  -0.2142357911E+000+/-     0.016756%
  8     0.3702251036E-001+/-     0.057927%    +i  -0.1995986796E+000+/-     0.017494%
  9     0.4560894732E-001+/-     0.044551%    +i  -0.1998918570E+000+/-     0.017511%
 10     0.5227572387E-001+/-     0.038731%    +i  -0.1973690404E+000+/-     0.017757%
 11     0.7042852887E-001+/-     0.030702%    +i  -0.1951600422E+000+/-     0.017911%
 12     0.8794929233E-001+/-     0.025686%    +i  -0.1896672973E+000+/-     0.017892%
 13     0.9331590348E-001+/-     0.024014%    +i  -0.1828874062E+000+/-     0.018307%
 14     0.1064859732E+000+/-     0.021986%    +i  -0.1803923930E+000+/-     0.018358%
 15     0.1204151203E+000+/-     0.020368%    +i  -0.1765798443E+000+/-     0.018346%
 16     0.1308026662E+000+/-     0.019912%    +i  -0.1645625533E+000+/-     0.018966%
 17     0.1404442655E+000+/-     0.019171%    +i  -0.1561865369E+000+/-     0.019186%
 18     0.1375496824E+000+/-     0.019572%    +i  -0.1353294429E+000+/-     0.020398%
 19     0.1582149597E+000+/-     0.018284%    +i  -0.1463823854E+000+/-     0.019817%
 20     0.1522508356E+000+/-     0.018825%    +i  -0.1217550954E+000+/-     0.021277%
 21     0.1678587946E+000+/-     0.018072%    +i  -0.1179182243E+000+/-     0.020939%
 22     0.1769097866E+000+/-     0.017889%    +i  -0.1089116277E+000+/-     0.022048%
 23     0.1863546740E+000+/-     0.017571%    +i  -0.1004227751E+000+/-     0.022399%
 24     0.1870219865E+000+/-     0.017724%    +i  -0.9124462629E-001+/-     0.024144%
 25     0.1840563753E+000+/-     0.017970%    +i  -0.7815420811E-001+/-     0.025884%
 26     0.1934557994E+000+/-     0.017773%    +i  -0.6572410030E-001+/-     0.029358%
 27     0.1942210580E+000+/-     0.017888%    +i  -0.5061612527E-001+/-     0.034765%
 28     0.2015395498E+000+/-     0.017557%    +i  -0.5032220916E-001+/-     0.035513%
 29     0.2030628286E+000+/-     0.017635%    +i  -0.3146573073E-001+/-     0.050666%
 30     0.2102381442E+000+/-     0.017331%    +i  -0.2316011670E-001+/-     0.064306%
 31     0.2109520675E+000+/-     0.017401%    +i  -0.1089862040E-001+/-     0.141346%
 32     0.2123344541E+000+/-     0.017368%    +i  -0.5868622339E-010+/-     0.000000%
 33     0.2109520675E+000+/-     0.017401%    +i   0.1089862029E-001+/-     0.141346%
 34     0.2102381442E+000+/-     0.017331%    +i   0.2316011659E-001+/-     0.064306%
 35     0.2030628287E+000+/-     0.017635%    +i   0.3146573061E-001+/-     0.050666%
 36     0.2015395498E+000+/-     0.017557%    +i   0.5032220905E-001+/-     0.035513%
 37     0.1942210581E+000+/-     0.017888%    +i   0.5061612516E-001+/-     0.034765%
 38     0.1934557994E+000+/-     0.017773%    +i   0.6572410020E-001+/-     0.029358%
 39     0.1840563754E+000+/-     0.017970%    +i   0.7815420801E-001+/-     0.025884%
 40     0.1870219865E+000+/-     0.017724%    +i   0.9124462619E-001+/-     0.024144%
 41     0.1863546741E+000+/-     0.017571%    +i   0.1004227750E+000+/-     0.022399%
 42     0.1769097866E+000+/-     0.017889%    +i   0.1089116276E+000+/-     0.022048%
 43     0.1678587946E+000+/-     0.018072%    +i   0.1179182242E+000+/-     0.020939%
 44     0.1522508357E+000+/-     0.018825%    +i   0.1217550953E+000+/-     0.021277%
 45     0.1582149597E+000+/-     0.018284%    +i   0.1463823853E+000+/-     0.019817%
 46     0.1375496825E+000+/-     0.019572%    +i   0.1353294428E+000+/-     0.020398%
 47     0.1404442656E+000+/-     0.019171%    +i   0.1561865368E+000+/-     0.019186%
 48     0.1308026663E+000+/-     0.019912%    +i   0.1645625532E+000+/-     0.018966%
 49     0.1204151204E+000+/-     0.020368%    +i   0.1765798443E+000+/-     0.018346%
 50     0.1064859733E+000+/-     0.021986%    +i   0.1803923930E+000+/-     0.018358%
 51     0.9331590358E-001+/-     0.024014%    +i   0.1828874061E+000+/-     0.018307%
 52     0.8794929244E-001+/-     0.025686%    +i   0.1896672973E+000+/-     0.017892%
 53     0.7042852898E-001+/-     0.030702%    +i   0.1951600422E+000+/-     0.017911%
 54     0.5227572397E-001+/-     0.038731%    +i   0.1973690404E+000+/-     0.017757%
 55     0.4560894743E-001+/-     0.044551%    +i   0.1998918569E+000+/-     0.017511%
 56     0.3702251047E-001+/-     0.057927%    +i   0.1995986795E+000+/-     0.017494%
 57     0.2658706019E-001+/-     0.081900%    +i   0.2142357911E+000+/-     0.016756%
 58     0.1146335623E-001+/-     0.185681%    +i   0.1956429717E+000+/-     0.017456%
 59    -0.2038691016E-002+/-     1.091860%    +i   0.2084612096E+000+/-     0.016766%
 60    -0.1452058073E-001+/-     0.161240%    +i   0.2141564799E+000+/-     0.016393%
 61    -0.2365682282E-001+/-     0.105967%    +i   0.2226941799E+000+/-     0.015937%
 62    -0.3482878495E-001+/-     0.071684%    +i   0.2082725732E+000+/-     0.016265%
 63    -0.5415993939E-001+/-     0.049723%    +i   0.2129512169E+000+/-     0.015960%
 
 ============================================
 Beta  0.800000000000000      L           8 Order           1 Seed  -478204597
   6500000000.00000        147156156.000000     
